contest-tmp2m-14d__tmp2m,index
26.03431271,383547
21.87357725,383548
21.25782457,383549
22.52581857,383550
20.64974218,383551
25.40540448,383552
25.50478707,383553
22.9590455,383554
21.64578068,383555
27.14251447,383556
21.80338051,383557
22.00227106,383558
29.22125094,383559
25.58056035,383560
27.01587668,383561
27.28633922,383562
28.78293023,383563
26.09250998,383564
22.89607975,383565
21.50823109,383566
21.14198728,383567
23.24982024,383568
26.24711127,383569
27.39335552,383570
24.09234023,383571
27.03125483,383572
22.91793347,383573
28.17305267,383574
23.62913597,383575
29.6151058,383576
22.91027936,383577
22.08785484,383578
22.38188657,383579
28.09332688,383580
22.35102697,383581
24.61700392,383582
28.19259868,383583
22.04674173,383584
23.62012714,383585
24.77368284,383586
26.06960703,383587
26.77307221,383588
23.85125133,383589
23.17216028,383590
22.86288264,383591
23.18752864,383592
21.16578952,383593
27.27988409,383594
25.85002916,383595
27.64021055,383596
28.17102678,383597
20.34972916,383598
21.42714506,383599
25.79284348,383600
29.22225391,383601
26.76418953,383602
29.12356305,383603
29.73674081,383604
25.17695845,383605
29.51021069,383606
20.45052259,383607
20.19686039,383608
28.38628969,383609
23.55793299,383610
23.91096598,383611
29.22313771,383612
26.28542294,383613
28.66304941,383614
28.57088498,383615
24.95225802,383616
20.06791772,383617
25.18103376,383618
24.95756189,383619
29.82166644,383620
24.4698547,383621
20.67496348,383622
25.5929185,383623
28.90554049,383624
27.1590398,383625
22.60522168,383626
29.30595785,383627
25.55490601,383628
27.57741964,383629
23.60171525,383630
26.67945301,383631
24.10443281,383632
22.36765428,383633
25.03975419,383634
29.5217043,383635
29.21594867,383636
29.80894523,383637
27.59622456,383638
23.95958433,383639
20.39485972,383640
20.96386911,383641
20.89285232,383642
29.05272339,383643
24.24470246,383644
22.14836416,383645
21.47484271,383646
25.15920883,383647
28.89614826,383648
22.51282693,383649
23.97299264,383650
29.46148228,383651
26.69529693,383652
25.53420806,383653
25.97198538,383654
21.92509671,383655
25.41725351,383656
26.39063438,383657
22.54375991,383658
29.22424522,383659
21.02640741,383660
28.90109879,383661
21.76883375,383662
20.33749774,383663
20.26294801,383664
23.17550951,383665
25.01735717,383666
21.60471465,383667
25.89335969,383668
22.31234596,383669
25.69664966,383670
29.6903264,383671
22.78191661,383672
21.70359963,383673
21.62548812,383674
25.26435495,383675
25.9080188,383676
22.28446934,383677
24.81995037,383678
26.20797529,383679
22.98093498,383680
22.55093076,383681
26.48296362,383682
25.52993427,383683
29.70056374,383684
25.02020586,383685
26.1338482,383686
27.60559016,383687
27.78116484,383688
21.70142287,383689
24.98151681,383690
29.17017066,383691
25.24972318,383692
23.69359365,383693
20.32776745,383694
27.70643613,383695
23.32647191,383696
25.59553909,383697
27.48092776,383698
23.47240637,383699
27.90034066,383700
21.45532297,383701
25.93433681,383702
27.75963235,383703
27.47032478,383704
27.28586939,383705
22.73867826,383706
22.95798536,383707
25.34210699,383708
26.41135939,383709
28.89085444,383710
25.34857493,383711
25.66273045,383712
26.24779699,383713
29.45666268,383714
27.32089057,383715
26.73969997,383716
22.28362137,383717
21.22794022,383718
25.62059441,383719
25.32443928,383720
27.43816028,383721
27.48758296,383722
28.46299017,383723
21.04219373,383724
29.26083519,383725
28.32239995,383726
28.73788281,383727
25.66105185,383728
23.53342409,383729
23.6007854,383730
22.61840654,383731
23.13585936,383732
23.46330783,383733
24.23816344,383734
28.47778269,383735
23.13445596,383736
25.26382486,383737
28.89953433,383738
22.80223812,383739
29.7041678,383740
20.53689151,383741
20.77814435,383742
25.88864189,383743
25.3073015,383744
27.81657998,383745
20.42810183,383746
22.44123039,383747
24.37166123,383748
21.03211665,383749
29.15322378,383750
22.94246195,383751
27.29080869,383752
24.15681965,383753
21.19020966,383754
28.87841784,383755
23.03282137,383756
22.29742919,383757
26.59032898,383758
26.57242515,383759
23.11812274,383760
25.58919998,383761
27.91195179,383762
20.31272723,383763
21.04141194,383764
27.25548348,383765
29.5835283,383766
26.78830609,383767
29.74507808,383768
24.98532971,383769
28.42143242,383770
20.93363974,383771
20.55850328,383772
26.03280673,383773
25.16435555,383774
21.8576808,383775
25.79266076,383776
26.16259394,383777
23.80011172,383778
27.40226854,383779
26.85808603,383780
27.37745304,383781
29.47140841,383782
24.46428766,383783
26.61107114,383784
27.02241992,383785
28.33985861,383786
28.27866946,383787
23.60809246,383788
23.1253457,383789
28.2913011,383790
28.74963106,383791
29.0435287,383792
23.35328676,383793
21.73023178,383794
23.55386549,383795
27.76410678,383796
25.99803045,383797
27.63778743,383798
24.37104714,383799
22.48361293,383800
26.08908557,383801
23.25405649,383802
26.48927529,383803
28.02272201,383804
24.28845869,383805
24.70491166,383806
23.4296387,383807
21.08562496,383808
29.04691947,383809
29.13771733,383810
29.48530906,383811
29.74822232,383812
28.62799798,383813
23.17339143,383814
29.41973209,383815
26.94506792,383816
20.17837335,383817
22.91886307,383818
20.65051277,383819
23.66456152,383820
21.99779753,383821
27.9797736,383822
26.93687115,383823
23.38252665,383824
22.73355477,383825
25.21301122,383826
24.39158669,383827
21.52658324,383828
20.42330885,383829
21.74552615,383830
27.06618396,383831
28.52718621,383832
25.5356134,383833
25.82793867,383834
20.78883192,383835
24.01624422,383836
22.58844353,383837
20.72839747,383838
23.10977136,383839
28.63515196,383840
24.8414032,383841
28.96864024,383842
25.724736,383843
28.71628503,383844
29.76732181,383845
25.36973996,383846
28.20811052,383847
22.26646207,383848
26.55401688,383849
24.05378907,383850
25.59920032,383851
26.81476097,383852
29.34823565,383853
23.06425939,383854
28.53004778,383855
27.49625441,383856
22.15674345,383857
27.77673524,383858
24.92369226,383859
27.20426692,383860
25.74405401,383861
27.34130141,383862
29.66716776,383863
25.24106314,383864
24.21071361,383865
28.16877864,383866
24.22401795,383867
29.77783021,383868
29.94846512,383869
21.50635527,383870
25.14222463,383871
28.86200636,383872
27.03838622,383873
23.07610102,383874
22.88019479,383875
28.90251117,383876
27.95647864,383877
20.58967426,383878
20.49606843,383879
28.93736504,383880
25.05692278,383881
23.78555346,383882
29.01038875,383883
25.94294702,383884
23.30991565,383885
27.46980461,383886
25.75561638,383887
29.24006942,383888
21.15481462,383889
21.96259368,383890
20.44172503,383891
25.0205353,383892
25.73988824,383893
20.68649019,383894
24.84163934,383895
28.86558859,383896
29.27417387,383897
22.76527477,383898
25.07335514,383899
29.95675618,383900
24.44284787,383901
22.987351,383902
25.59585543,383903
24.39213378,383904
22.28476924,383905
29.08404339,383906
20.98779543,383907
29.17092999,383908
20.85838484,383909
25.91369642,383910
24.53087285,383911
21.51167337,383912
28.72589527,383913
23.42846314,383914
27.36100856,383915
26.84184031,383916
22.56871467,383917
26.11451399,383918
24.14576898,383919
27.25030315,383920
23.39260048,383921
26.57654642,383922
25.77344513,383923
21.9497717,383924
25.42700527,383925
25.82355502,383926
27.98330695,383927
28.54542841,383928
27.00294577,383929
24.33666946,383930
24.90685082,383931
26.08187458,383932
23.61416009,383933
27.82099331,383934
29.37184445,383935
23.43239934,383936
25.39568698,383937
22.57591806,383938
24.02928015,383939
24.42579829,383940
27.76817221,383941
22.9493104,383942
20.72831893,383943
28.54747725,383944
22.66298633,383945
27.1078816,383946
22.57540845,383947
23.54017511,383948
29.21257312,383949
25.44887225,383950
29.82615298,383951
22.05664504,383952
29.18925767,383953
24.72559289,383954
22.10637379,383955
29.00580431,383956
29.39262963,383957
27.4578955,383958
26.5260246,383959
22.81121741,383960
29.74382855,383961
27.50730093,383962
21.15148851,383963
28.55138665,383964
20.71394321,383965
23.25804949,383966
27.97628589,383967
20.63629761,383968
24.23129271,383969
26.16514124,383970
26.91300526,383971
21.0608523,383972
29.87536643,383973
20.93309427,383974
24.07780118,383975
27.62811325,383976
26.55400843,383977
28.7690828,383978
29.15351894,383979
25.07549522,383980
24.06930552,383981
23.77005016,383982
27.01509631,383983
21.18359016,383984
21.48103043,383985
27.44649468,383986
23.87395641,383987
23.36058039,383988
23.83913476,383989
25.12092121,383990
26.72756623,383991
29.37281632,383992
22.72990641,383993
21.46665838,383994
26.81786415,383995
23.64495359,383996
27.47687464,383997
25.88398422,383998
28.553011,383999
20.02329288,384000
28.91941445,384001
27.92983601,384002
27.81975103,384003
21.62604015,384004
22.65849674,384005
21.5066314,384006
21.12793587,384007
21.16829421,384008
25.08095967,384009
24.17273865,384010
23.70496407,384011
21.11259905,384012
21.04671004,384013
22.08330734,384014
22.24768152,384015
25.62401881,384016
24.98614396,384017
28.47122003,384018
29.38241013,384019
27.17951223,384020
20.94461567,384021
26.50714311,384022
29.65815133,384023
26.90859319,384024
29.44190584,384025
21.2645088,384026
25.38687907,384027
21.58764417,384028
26.99757127,384029
26.31295107,384030
25.28311264,384031
24.04179332,384032
27.32962066,384033
21.01879704,384034
22.11689087,384035
28.17411973,384036
22.26784115,384037
21.39708502,384038
25.86246035,384039
20.74695238,384040
25.26728023,384041
29.35620004,384042
29.75528203,384043
22.75339367,384044
23.13954287,384045
27.76852565,384046
20.66161082,384047
27.90517338,384048
20.75387483,384049
29.5729641,384050
28.23104874,384051
23.38136751,384052
20.81530485,384053
20.49824747,384054
26.93583667,384055
26.11498487,384056
29.17729989,384057
24.11756139,384058
22.63939378,384059
24.70010161,384060
20.45516103,384061
28.39740696,384062
27.12820811,384063
27.14507604,384064
27.71258528,384065
25.49069179,384066
20.4481165,384067
20.61735622,384068
29.86955727,384069
24.45481918,384070
22.96585983,384071
22.60545917,384072
22.72268909,384073
29.21164373,384074
26.27103209,384075
24.10353829,384076
22.2089133,384077
28.54651389,384078
29.85185977,384079
26.09636385,384080
22.19829082,384081
27.99149871,384082
24.221985,384083
28.03619875,384084
26.11772527,384085
23.92383865,384086
22.65522747,384087
23.51185128,384088
28.4078096,384089
25.90979486,384090
23.15868891,384091
28.43903636,384092
24.39693182,384093
24.40680358,384094
26.44003538,384095
25.13166594,384096
22.33290613,384097
26.53175441,384098
27.22486985,384099
26.89552392,384100
21.53328382,384101
28.60880503,384102
29.99265635,384103
20.74647747,384104
21.02003771,384105
20.1835452,384106
27.82007795,384107
28.75343414,384108
21.98527012,384109
20.1631759,384110
27.75324677,384111
26.72407143,384112
24.50299544,384113
23.36763947,384114
22.70170408,384115
24.37490936,384116
22.43724663,384117
29.96124962,384118
23.1884942,384119
29.93372645,384120
23.13090864,384121
27.07448834,384122
28.25948325,384123
29.73303849,384124
23.91510774,384125
21.05615263,384126
24.13631704,384127
27.56503624,384128
28.33029872,384129
21.71764061,384130
20.95561268,384131
21.4014022,384132
24.99980375,384133
25.37672786,384134
21.81360606,384135
29.2523525,384136
28.30390606,384137
29.51104416,384138
20.03925759,384139
25.39780147,384140
25.14798143,384141
28.70035586,384142
27.17606916,384143
23.78970349,384144
21.504787,384145
28.43943602,384146
28.39571277,384147
22.97533213,384148
22.7334445,384149
28.46844567,384150
23.17347544,384151
21.06251175,384152
23.95743721,384153
21.63852831,384154
28.23016729,384155
26.92086831,384156
21.40081811,384157
21.66494357,384158
25.85101708,384159
20.27966669,384160
27.1389299,384161
28.61038541,384162
24.32056011,384163
22.39377781,384164
20.44930581,384165
28.77729303,384166
24.38780296,384167
27.04122691,384168
24.74385268,384169
29.99506616,384170
24.07409057,384171
20.06632829,384172
24.56822228,384173
20.4147711,384174
23.34363629,384175
29.78306761,384176
22.66759354,384177
20.80749321,384178
24.52449674,384179
22.18199913,384180
21.29740639,384181
26.20237689,384182
21.0348397,384183
29.82396443,384184
29.55228899,384185
24.26723184,384186
26.02139167,384187
28.31616511,384188
26.32164208,384189
21.26704836,384190
28.86525678,384191
20.48682515,384192
23.94003579,384193
22.61118231,384194
27.15763026,384195
24.43024505,384196
29.32448836,384197
27.36395034,384198
25.08368335,384199
24.56324231,384200
27.69023175,384201
26.8766471,384202
23.96204647,384203
23.54505383,384204
22.74116776,384205
21.80605465,384206
24.61819262,384207
20.51985174,384208
20.51918738,384209
22.17673241,384210
20.59854291,384211
21.70515664,384212
20.65863365,384213
24.91623617,384214
27.60943921,384215
28.07007385,384216
21.16010473,384217
27.04313487,384218
24.30121588,384219
24.95510724,384220
20.74390597,384221
21.95458868,384222
29.8640537,384223
28.18002071,384224
27.03471026,384225
29.82961049,384226
29.85152712,384227
23.97735753,384228
20.70355033,384229
24.53102808,384230
21.91831996,384231
21.65366037,384232
25.66366784,384233
24.02026379,384234
23.1244207,384235
25.83183471,384236
23.78065769,384237
21.2140418,384238
21.1542625,384239
26.37086754,384240
26.86577513,384241
26.25212904,384242
22.87332909,384243
20.58574792,384244
21.10150448,384245
21.17894197,384246
28.82144188,384247
25.97936088,384248
29.35074477,384249
21.37743574,384250
20.17984779,384251
24.53007572,384252
29.38273631,384253
22.8098461,384254
29.70982172,384255
28.46915713,384256
26.66731422,384257
25.97517644,384258
25.30488597,384259
28.32708327,384260
21.48486619,384261
21.2490814,384262
28.5936447,384263
27.80708455,384264
28.45947758,384265
25.52155173,384266
26.36880519,384267
25.69532068,384268
29.14431157,384269
28.13109935,384270
28.16416151,384271
20.6913854,384272
25.22210716,384273
27.1993153,384274
26.0558334,384275
24.77949262,384276
22.63059452,384277
24.49920429,384278
28.43721857,384279
28.67041335,384280
24.02216308,384281
21.79742561,384282
29.06918084,384283
21.00658246,384284
20.33677637,384285
28.11734983,384286
23.08888026,384287
27.45221738,384288
23.91493992,384289
24.21813028,384290
20.7527517,384291
22.18324045,384292
28.8648816,384293
20.05237495,384294
25.4934538,384295
23.71970187,384296
24.63740105,384297
25.41213112,384298
21.31722982,384299
21.85325192,384300
24.90937646,384301
28.40526442,384302
28.48239577,384303
26.76343903,384304
22.01278371,384305
28.37136658,384306
29.29253522,384307
26.67713948,384308
20.47795352,384309
27.27312898,384310
25.5115384,384311
24.49706604,384312
24.69203772,384313
29.61578862,384314
26.23585661,384315
20.828715,384316
21.85498177,384317
24.46066058,384318
27.67446482,384319
20.57862855,384320
29.68483339,384321
26.94802051,384322
26.82286027,384323
26.61731245,384324
23.23593019,384325
29.89155607,384326
26.0263341,384327
23.55632092,384328
26.8987596,384329
25.80876032,384330
20.34249064,384331
25.93937442,384332
21.80148741,384333
24.20784956,384334
29.16240906,384335
25.17572565,384336
29.05061574,384337
27.11538512,384338
24.72560735,384339
24.8455277,384340
25.25639631,384341
25.61386751,384342
29.09023477,384343
29.18726081,384344
23.29808024,384345
22.41100664,384346
21.74949656,384347
29.69363555,384348
21.44891567,384349
22.99974163,384350
24.5157809,384351
25.14462849,384352
24.10397033,384353
29.41316266,384354
24.33018371,384355
20.47166765,384356
23.32927368,384357
22.07153482,384358
22.71011406,384359
21.79187625,384360
22.48919595,384361
22.9413996,384362
26.37064352,384363
21.03159182,384364
23.33814223,384365
28.61719034,384366
21.34561501,384367
26.61398559,384368
21.35401214,384369
23.01251122,384370
23.59011139,384371
25.02684609,384372
22.30837615,384373
20.40415001,384374
23.04983746,384375
29.84215165,384376
25.50484888,384377
25.51699527,384378
27.45892005,384379
29.33129872,384380
24.82945471,384381
28.01089059,384382
27.13950163,384383
24.70267593,384384
22.9000425,384385
23.99522403,384386
27.26547424,384387
22.09292795,384388
20.56591191,384389
24.78035786,384390
25.57482041,384391
28.69389973,384392
25.17958751,384393
26.34581192,384394
25.92418611,384395
22.17939451,384396
29.81818436,384397
23.92671827,384398
29.61707732,384399
26.59903972,384400
27.18891276,384401
27.13510384,384402
28.1490384,384403
25.45491928,384404
27.44643513,384405
20.35533537,384406
29.14025769,384407
22.29324182,384408
29.03674223,384409
21.61094656,384410
23.16006699,384411
21.34320542,384412
22.23397663,384413
28.18645301,384414
27.2714953,384415
23.60503411,384416
29.71806894,384417
27.68915565,384418
24.41994221,384419
20.52959615,384420
29.8687815,384421
21.56684942,384422
25.43132844,384423
21.5594867,384424
20.79055771,384425
27.36857992,384426
21.64106363,384427
21.08272027,384428
21.38499771,384429
27.21063586,384430
26.10386176,384431
28.70626124,384432
21.2223589,384433
28.34980923,384434
29.04810824,384435
29.78598026,384436
25.8182203,384437
27.94650226,384438
29.96862028,384439
25.61667639,384440
28.02557041,384441
25.1226271,384442
29.09467191,384443
24.08346742,384444
29.46299232,384445
23.9045588,384446
27.90033042,384447
23.96156258,384448
26.28441276,384449
26.47612192,384450
29.36571366,384451
24.77701095,384452
23.63729663,384453
23.99855619,384454
28.87096789,384455
20.87925907,384456
28.84076398,384457
24.46553908,384458
26.50656799,384459
27.11399926,384460
20.84645389,384461
26.43231623,384462
27.50675385,384463
29.35690313,384464
27.55294935,384465
27.29096228,384466
29.55017443,384467
24.57110189,384468
26.26021058,384469
28.56993277,384470
25.3369738,384471
21.58436624,384472
22.20530232,384473
26.84156277,384474
23.4545712,384475
27.71059428,384476
27.85047627,384477
20.55288109,384478
23.96561007,384479
20.31598772,384480
27.03686535,384481
26.00787728,384482
26.92913648,384483
28.22096412,384484
20.78864306,384485
28.64863526,384486
24.20360687,384487
22.63513914,384488
29.04529481,384489
21.20675383,384490
27.49972912,384491
22.19825348,384492
27.762528,384493
25.39978495,384494
20.62955878,384495
28.11702896,384496
20.90028941,384497
29.16435937,384498
28.00101615,384499
21.26195348,384500
20.67685737,384501
23.40158982,384502
22.68063793,384503
20.02754549,384504
26.26870674,384505
21.26533937,384506
20.30341647,384507
24.63819269,384508
25.53973345,384509
22.9701219,384510
20.51541305,384511
26.48623488,384512
26.68346988,384513
29.8186593,384514
24.51984779,384515
22.21855327,384516
26.39689453,384517
29.27883434,384518
24.03697642,384519
26.12074353,384520
20.44110696,384521
25.31068197,384522
25.94378062,384523
24.20376615,384524
25.2380118,384525
24.81101707,384526
22.28056399,384527
20.28537876,384528
26.18768998,384529
22.70991731,384530
20.25030045,384531
25.0205125,384532
27.77416436,384533
23.60833402,384534
25.35533812,384535
26.55829408,384536
21.58541818,384537
21.78238691,384538
22.72156694,384539
20.69033936,384540
26.8678465,384541
22.77994147,384542
23.87766793,384543
21.49450942,384544
28.17936673,384545
27.80238543,384546
22.68059017,384547
23.66973875,384548
23.59991233,384549
24.58808591,384550
20.34326544,384551
22.32273982,384552
24.56857169,384553
21.69887482,384554
21.53082423,384555
20.34372501,384556
27.31588908,384557
28.33068035,384558
26.75322269,384559
22.13530273,384560
28.53398601,384561
26.6683986,384562
22.91434836,384563
29.3382038,384564
26.81637942,384565
26.42613678,384566
26.52761798,384567
26.1817322,384568
22.87348171,384569
27.52538225,384570
25.61020855,384571
20.17828822,384572
24.78305668,384573
29.59213609,384574
23.20980596,384575
26.29471083,384576
21.62035942,384577
28.53948787,384578
26.78962777,384579
20.49568006,384580
21.04334593,384581
25.71282668,384582
22.96740335,384583
29.74393309,384584
26.10817499,384585
27.11966104,384586
21.80972835,384587
20.90486184,384588
28.21117686,384589
22.86232426,384590
21.60854035,384591
20.16843727,384592
27.84002727,384593
24.14880192,384594
23.19417478,384595
23.04344155,384596
20.90511537,384597
24.00484634,384598
26.31348148,384599
25.60258787,384600
22.49152479,384601
28.62323064,384602
21.8772906,384603
27.53500798,384604
29.61393406,384605
25.20905023,384606
22.69993059,384607
25.7638114,384608
20.25386943,384609
26.38442978,384610
27.71922978,384611
20.27228523,384612
25.76671449,384613
22.45308741,384614
24.71929501,384615
25.66562718,384616
27.75399858,384617
27.31137527,384618
24.44446861,384619
29.79343057,384620
25.05194991,384621
21.13693564,384622
20.95695514,384623
21.13476657,384624
20.21667495,384625
27.42363457,384626
27.55914893,384627
21.55128682,384628
20.01312681,384629
23.93435003,384630
24.2976843,384631
22.23154303,384632
22.62576822,384633
20.53177311,384634
26.12128941,384635
24.95249633,384636
20.11648468,384637
27.15754519,384638
23.11896959,384639
27.5036524,384640
26.45802167,384641
27.96142664,384642
25.71894979,384643
25.41621831,384644
28.16435433,384645
23.26923305,384646
28.69902912,384647
27.21456522,384648
23.00999243,384649
28.79170785,384650
22.65913725,384651
25.57984612,384652
24.27004997,384653
21.86225978,384654
24.23431306,384655
23.62780485,384656
22.24503402,384657
23.22965987,384658
26.01259846,384659
20.92020848,384660
26.4491959,384661
25.15365501,384662
20.57687299,384663
21.01742788,384664
21.08305713,384665
26.14422738,384666
27.24217509,384667
29.82275131,384668
29.31561925,384669
25.36028845,384670
23.50626319,384671
21.39387258,384672
22.55530743,384673
21.0880924,384674
25.80083502,384675
25.97615023,384676
29.89089736,384677
26.63991925,384678
20.99205363,384679
26.91185141,384680
27.61287487,384681
28.95311547,384682
24.38876635,384683
22.74205082,384684
20.68132029,384685
21.68759295,384686
21.93982059,384687
28.40372243,384688
21.62933761,384689
28.66130308,384690
21.03564695,384691
29.5620524,384692
24.3803324,384693
27.37977809,384694
21.94937103,384695
20.51041761,384696
28.06125336,384697
28.88761032,384698
24.17318808,384699
21.25746727,384700
29.83635594,384701
21.96398428,384702
26.20481768,384703
26.5361924,384704
20.24792483,384705
29.06058868,384706
26.33055291,384707
24.07176487,384708
26.59560574,384709
29.13357096,384710
24.35579079,384711
20.26229602,384712
29.62184875,384713
25.97954839,384714
23.03378546,384715
27.95910203,384716
26.19071834,384717
27.39473985,384718
24.90811767,384719
25.51646955,384720
24.86825127,384721
20.80651393,384722
22.02203194,384723
24.31817956,384724
23.0704179,384725
24.07778448,384726
23.72464531,384727
21.40127205,384728
27.79188334,384729
20.13949708,384730
29.61961237,384731
21.50395433,384732
29.24292539,384733
25.7485081,384734
21.21386998,384735
20.72733936,384736
25.91569694,384737
20.88056608,384738
24.73378426,384739
27.04565268,384740
23.98275476,384741
26.67548209,384742
24.66940674,384743
25.71988353,384744
24.34946223,384745
27.49719291,384746
28.08134113,384747
25.47766812,384748
27.39958138,384749
20.40809278,384750
20.94236198,384751
24.54886877,384752
28.94226019,384753
24.68820026,384754
28.03328056,384755
28.57719885,384756
26.49679564,384757
24.62707423,384758
20.37171771,384759
28.6708146,384760
29.61724424,384761
24.05445178,384762
24.12534213,384763
23.30640294,384764
27.12387217,384765
27.58283655,384766
22.3749488,384767
24.8648529,384768
21.40682061,384769
23.98031561,384770
29.29520418,384771
20.74739129,384772
22.22747222,384773
23.66339017,384774
28.48565523,384775
21.2296897,384776
26.22823706,384777
22.82746843,384778
29.8701131,384779
25.95136858,384780
24.87463475,384781
29.27273458,384782
26.56351441,384783
26.70727268,384784
29.73125127,384785
22.82094486,384786
26.48894659,384787
21.93112412,384788
26.80232071,384789
26.81807201,384790
21.43287158,384791
26.41919597,384792
26.61673693,384793
21.38762119,384794
25.13969204,384795
26.85333774,384796
28.6598652,384797
26.03300697,384798
28.96191123,384799
23.87763241,384800
24.6160592,384801
20.44981036,384802
20.78937755,384803
22.70909368,384804
20.41457227,384805
29.17436891,384806
28.97366012,384807
26.65667776,384808
22.66243383,384809
26.49593038,384810
24.12057038,384811
28.06761722,384812
21.15377531,384813
28.39791765,384814
27.55088685,384815
22.06092538,384816
23.04389918,384817
29.52343615,384818
27.02062609,384819
25.80827348,384820
20.33822916,384821
20.76695367,384822
21.6734764,384823
25.20242477,384824
29.29800636,384825
23.65379361,384826
21.57886906,384827
21.49674303,384828
21.20571286,384829
24.97115906,384830
25.85667375,384831
24.81123686,384832
20.6359059,384833
25.05650888,384834
29.21493867,384835
26.27692301,384836
23.12332315,384837
21.76880279,384838
29.14242108,384839
23.19968066,384840
22.3916123,384841
22.09286619,384842
22.64138182,384843
25.22507471,384844
22.83573249,384845
26.58911898,384846
29.87249285,384847
21.30922917,384848
24.74175681,384849
27.62943818,384850
26.39228692,384851
26.31536205,384852
21.00838071,384853
28.40229312,384854
26.97309796,384855
20.10552754,384856
20.36983127,384857
24.98119373,384858
26.32109609,384859
28.59663525,384860
24.149073,384861
22.50612722,384862
28.46157733,384863
20.49195631,384864
29.62575229,384865
26.34372447,384866
22.99902436,384867
21.54667379,384868
28.12297993,384869
26.56768431,384870
26.15351452,384871
22.30068612,384872
25.239526,384873
22.29944846,384874
22.10704781,384875
21.63977078,384876
27.08746118,384877
23.30107868,384878
22.22551926,384879
21.26415721,384880
20.4545037,384881
29.32670985,384882
21.79010897,384883
22.18564491,384884
21.68247644,384885
27.86723726,384886
23.33580626,384887
25.05198254,384888
25.49609798,384889
22.44020534,384890
28.94014124,384891
21.25327118,384892
24.1074141,384893
23.43907745,384894
24.50348409,384895
28.61189086,384896
25.13042274,384897
24.37229215,384898
29.65178065,384899
21.76659311,384900
20.0677918,384901
24.81378882,384902
26.36312143,384903
29.54492444,384904
24.64176965,384905
24.77903576,384906
21.84697246,384907
22.28872174,384908
21.78797072,384909
23.21147051,384910
29.74098656,384911
29.7984322,384912
21.75390369,384913
25.92005026,384914
26.50175105,384915
27.25105368,384916
23.79989787,384917
29.47088924,384918
27.41456468,384919
26.81761958,384920
23.61329874,384921
24.49185071,384922
20.15012486,384923
21.48690508,384924
22.80500408,384925
25.41500608,384926
29.2611195,384927
20.73964002,384928
29.39582647,384929
22.18714612,384930
20.86085084,384931
27.55144378,384932
26.18488085,384933
20.15343419,384934
27.3947792,384935
29.32756135,384936
26.7536308,384937
27.91662435,384938
23.68289937,384939
25.37998537,384940
23.61944791,384941
26.74359867,384942
26.79264857,384943
29.51645945,384944
28.74431763,384945
29.97428281,384946
20.62110948,384947
24.49175513,384948
23.01452868,384949
27.42014885,384950
21.41528904,384951
26.08907109,384952
22.39909287,384953
25.36889786,384954
22.99852497,384955
22.16351056,384956
20.47840259,384957
20.29126874,384958
28.78906293,384959
23.61833442,384960
23.37170588,384961
24.10302105,384962
24.13532275,384963
24.9911385,384964
29.45893402,384965
23.090813,384966
25.53483064,384967
29.52511081,384968
23.29627269,384969
24.8355119,384970
26.82820125,384971
21.82691297,384972
27.94083342,384973
20.9044078,384974
20.99548205,384975
20.84536404,384976
22.98434967,384977
26.62780574,384978
28.35769711,384979
22.1196194,384980
21.74169228,384981
23.043908,384982
28.15193486,384983
20.0169461,384984
24.6716861,384985
23.92191027,384986
25.7195173,384987
21.55641172,384988
21.13639537,384989
28.48374012,384990
25.80420953,384991
27.39032529,384992
24.7415482,384993
24.38337575,384994
21.39003357,384995
27.88265983,384996
29.94875271,384997
22.7018705,384998
24.32711611,384999
26.47295621,385000
23.02768257,385001
28.35421331,385002
20.01275257,385003
27.24796638,385004
21.61232437,385005
20.46690222,385006
28.8501355,385007
22.88579394,385008
27.78550564,385009
24.27560682,385010
21.19215393,385011
24.18428425,385012
27.70302833,385013
23.85206157,385014
22.41078398,385015
25.16415907,385016
24.0711514,385017
23.14953774,385018
23.37140957,385019
28.0454837,385020
22.44659185,385021
24.80893863,385022
29.28399561,385023
27.18514593,385024
21.72042656,385025
29.54684056,385026
22.33290652,385027
24.54490365,385028
20.95806429,385029
27.2207658,385030
26.94504798,385031
29.85913123,385032
21.31112885,385033
25.78612385,385034
26.23517377,385035
25.7952579,385036
26.08174869,385037
29.87444795,385038
21.77313769,385039
25.21980855,385040
20.82458721,385041
25.04364547,385042
27.95367512,385043
25.84702251,385044
27.49553405,385045
23.634741,385046
20.41387718,385047
28.27488898,385048
21.71088426,385049
25.17983295,385050
22.77566308,385051
22.40038408,385052
27.99298506,385053
20.16071499,385054
22.4191783,385055
21.06208443,385056
25.87266458,385057
28.60423782,385058
27.77391056,385059
25.9556331,385060
22.88107495,385061
25.77340655,385062
20.77443212,385063
21.91644589,385064
24.17998923,385065
21.49601761,385066
25.4401053,385067
21.1035709,385068
25.10921802,385069
22.75665221,385070
28.0736603,385071
24.69894326,385072
27.56482678,385073
23.83661619,385074
20.67662375,385075
23.26615521,385076
28.44661037,385077
20.20865563,385078
21.69334239,385079
25.20951179,385080
29.91479867,385081
25.7469839,385082
25.45371657,385083
25.55501544,385084
22.68703319,385085
27.66592612,385086
25.40659507,385087
28.14681915,385088
22.50472668,385089
22.26222087,385090
24.7776145,385091
23.08323564,385092
29.54721019,385093
20.22250321,385094
24.12949225,385095
29.42331833,385096
25.38064509,385097
26.04527211,385098
20.00295329,385099
24.85622769,385100
